Key,Category,Type (observed),คำอธิบายสำหรับ End User,ความหมาย (TH),หลักฐานใน repo
rfm_monetary_mean,RFM,number,RFM monetary เฉลี่ย,ค่าเฉลี่ย monetary ใน horizon 90 วันตามโค้ด (purchase.net_amount + activity.points),src/features.py::_compute_rfm_features
rfm_monetary_tier_1_pct,RFM,number,สัดส่วน มูลค่า tier 1,สัดส่วนผู้ใช้ที่อยู่ใน RFM monetary tier 1 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_monetary_tier_2_pct,RFM,number,สัดส่วน มูลค่า tier 2,สัดส่วนผู้ใช้ที่อยู่ใน RFM monetary tier 2 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_monetary_tier_3_pct,RFM,number,สัดส่วน มูลค่า tier 3,สัดส่วนผู้ใช้ที่อยู่ใน RFM monetary tier 3 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_monetary_tier_4_pct,RFM,number,สัดส่วน มูลค่า tier 4,สัดส่วนผู้ใช้ที่อยู่ใน RFM monetary tier 4 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_monetary_tier_5_pct,RFM,number,สัดส่วน มูลค่า tier 5,สัดส่วนผู้ใช้ที่อยู่ใน RFM monetary tier 5 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_recency_mean,RFM,number,RFM recency เฉลี่ย,ค่าเฉลี่ย recency (วันตั้งแต่ last purchase หรือ last activity โดยให้ purchase มาก่อน) ณ snapshot,src/features.py::_compute_rfm_features
rfm_recency_tier_1_pct,RFM,number,สัดส่วน ความใหม่ tier 1,สัดส่วนผู้ใช้ที่อยู่ใน RFM recency tier 1 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_recency_tier_2_pct,RFM,number,สัดส่วน ความใหม่ tier 2,สัดส่วนผู้ใช้ที่อยู่ใน RFM recency tier 2 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_recency_tier_3_pct,RFM,number,สัดส่วน ความใหม่ tier 3,สัดส่วนผู้ใช้ที่อยู่ใน RFM recency tier 3 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_recency_tier_4_pct,RFM,number,สัดส่วน ความใหม่ tier 4,สัดส่วนผู้ใช้ที่อยู่ใน RFM recency tier 4 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_recency_tier_5_pct,RFM,number,สัดส่วน ความใหม่ tier 5,สัดส่วนผู้ใช้ที่อยู่ใน RFM recency tier 5 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_score_mean,RFM,number,RFM score เฉลี่ย,ค่าเฉลี่ย score_raw = recency_tier + frequency_tier + monetary_tier (tier มาจาก quantile 1–5),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_score_tier_1_pct,RFM,number,สัดส่วน คะแนน tier 1,สัดส่วนผู้ใช้ที่อยู่ใน RFM score tier 1 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_score_tier_2_pct,RFM,number,สัดส่วน คะแนน tier 2,สัดส่วนผู้ใช้ที่อยู่ใน RFM score tier 2 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_score_tier_3_pct,RFM,number,สัดส่วน คะแนน tier 3,สัดส่วนผู้ใช้ที่อยู่ใน RFM score tier 3 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_score_tier_4_pct,RFM,number,สัดส่วน คะแนน tier 4,สัดส่วนผู้ใช้ที่อยู่ใน RFM score tier 4 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_score_tier_5_pct,RFM,number,สัดส่วน คะแนน tier 5,สัดส่วนผู้ใช้ที่อยู่ใน RFM score tier 5 (quantile tiers 1–5; higher tier ถือว่าดีกว่าในโค้ด),src/features.py::_quantile_tier src/features.py::_compute_rfm_features
rfm_transition_down_share,RFM,number,สัดส่วนคะแนนแย่ลง,สัดส่วนผู้ใช้ที่ score_tier ลดลงเมื่อเทียบกับ snapshot ก่อนหน้า,src/features.py::_compute_rfm_features
rfm_transition_up_share,RFM,number,สัดส่วนคะแนนดีขึ้น,สัดส่วนผู้ใช้ที่ score_tier เพิ่มขึ้นเมื่อเทียบกับ snapshot ก่อนหน้า,src/features.py::_compute_rfm_features
seg_active_0_7d_activity_completion_rate,Segment KPI,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้งานแอคทีฟ 0-7 วัน,completion rate ของเซกเมนต์ active_0_7d ใน window (completed/activity_count),src/segments.py::compute_segment_kpis
seg_active_0_7d_activity_completion_rate_cold_start_increase,Segment Delta,boolean,อัตราทำกิจกรรมสำเร็จ ผู้ใช้งานแอคทีฟ 0-7 วัน เพิ่มจาก 0,ธง cold-start ของ seg_active_0_7d_activity_completion_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_active_0_7d_activity_completion_rate_delta,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้งานแอคทีฟ 0-7 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_active_0_7d_activity_completion_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_active_0_7d_activity_completion_rate_prev,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้งานแอคทีฟ 0-7 วัน ค่าเดิม,ค่า seg_active_0_7d_activity_completion_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
